,date,AutoiTransformer,AutoAutoformer,AutoPatchTST,AutoLSTM,AutoInformer
66,2024-02-07,1742.9056366491131,2055.67041015625,871.453857421875,1747.3428955078125,5969.5665670296585
67,2024-02-08,1700.9426576393016,2070.2353515625,850.4714965820312,1836.64990234375,6006.312978712895
68,2024-02-09,1877.584045627882,2024.540771484375,938.7918701171875,1904.08642578125,5974.519260365671
69,2024-02-10,1658.122273267596,1921.7257080078125,829.0603637695312,1782.362060546875,5920.664997193722
70,2024-02-11,1724.5646773986518,1831.99853515625,862.2817993164062,1721.189697265625,5848.672164827352
71,2024-02-12,1621.640480739181,1764.3753662109375,810.820068359375,1676.6614990234375,5819.419338572341
72,2024-02-13,1455.231528991746,1582.4095458984375,727.615966796875,1589.86767578125,5732.468688533774
73,2024-02-14,1973.898150075227,1452.404052734375,986.9498291015625,1632.5537109375,5596.972092161188
74,2024-02-15,2281.520506083267,1427.7415771484375,1140.761474609375,1804.60986328125,5579.4639438056765
75,2024-02-16,2651.145822159713,1479.693115234375,1325.57421875,2023.5633544921875,5597.616892048667
76,2024-02-17,2677.6529443874024,1517.7757568359375,1338.8272705078125,2069.9404296875,5626.604295644647
77,2024-02-18,2409.581740419613,1587.1312255859375,1204.7918701171875,1929.1507568359375,5666.197335414487
78,2024-02-19,2004.5548665716778,1523.633544921875,1002.2780151367188,1721.880126953125,5644.548828881336
79,2024-02-20,1798.7966391318914,1476.45703125,899.3984375,1614.52490234375,5625.777738927419
80,2024-02-21,1917.3954715079744,1497.1339111328125,958.6973266601562,1681.435302734375,5635.351718080292
81,2024-02-22,2255.4471764121263,1647.438232421875,1127.7235107421875,1720.9918212890625,5666.460549869504
82,2024-02-23,2512.8186004164163,1856.480712890625,1256.4090576171875,1789.343505859375,5749.041702851609
83,2024-02-24,2233.804941775743,1955.03759765625,1116.9019775390625,1864.2877197265625,5859.254468924861
84,2024-02-25,2005.6178642810482,1945.00341796875,1002.8089599609375,1823.675537109375,5880.111620845253
85,2024-02-26,1753.9357504821965,1952.875,876.9674682617188,1730.2789306640625,5900.075801819989
86,2024-02-27,1783.1363312272588,2124.63525390625,891.5673217773438,1752.1650390625,6007.42457598693
87,2024-02-28,2065.1555842661764,2274.82421875,1032.57666015625,1906.001220703125,6078.750300301166
88,2024-02-29,2392.386268653441,2180.2529296875,1196.1917724609375,1986.2208251953125,5991.240997784218
89,2024-03-01,2181.941094038426,2285.004150390625,1090.9696044921875,1955.376220703125,6069.025975592893
90,2024-03-02,1951.744098352734,2271.6455078125,975.87158203125,2001.543212890625,6103.00724822146
91,2024-03-03,1364.3458779359935,2180.66650390625,682.17236328125,1839.8720703125,6107.859044676552
92,2024-03-04,1019.8957040029491,1960.529296875,509.94775390625,1653.038330078125,5994.063638141049
93,2024-03-05,1445.6812704289332,1620.4053955078125,722.8411865234375,1608.080322265625,5744.561196120747
94,2024-03-06,1721.6309632212942,1506.0562744140625,860.8154907226562,1679.630615234375,5664.0258174734
95,2024-03-07,2054.1413424818893,1506.696044921875,1027.0703125,1857.3043212890625,5661.904894769021
96,2024-03-08,2163.1019763252116,1595.9185791015625,1081.5511474609375,2072.380859375,5743.175406111386
97,2024-03-09,1828.1598130710408,1613.56982421875,914.0799560546875,2131.040771484375,5813.578807327012
98,2024-03-10,1681.4210949648987,1637.677490234375,840.7100830078125,2129.13232421875,5847.027451859609
99,2024-03-11,1664.9328369545983,1693.4608154296875,832.4662475585938,2011.1224365234375,5850.257263938933
100,2024-03-12,2124.693801149493,1723.8375244140625,1062.34765625,1894.593505859375,5762.5194331584935
101,2024-03-13,2474.330785547965,1765.5867919921875,1237.166259765625,1878.4990234375,5722.864300646768
102,2024-03-14,2530.186828450591,1929.903564453125,1265.09375,2017.99462890625,5831.170589477526
103,2024-03-15,2363.3307756988797,2159.325439453125,1181.664794921875,2120.811279296875,5998.827505923648
104,2024-03-16,2230.5716537735425,2326.0361328125,1115.2847900390625,2170.1845703125,6113.876930518047
105,2024-03-17,2057.8856863384135,2340.490478515625,1028.9415283203125,2146.614013671875,6142.244776707055
106,2024-03-18,1859.6142257074825,2309.731689453125,929.8043212890625,2124.699462890625,6151.61695700846
107,2024-03-19,1764.8651385125704,2364.981689453125,882.4301147460938,2018.1595458984375,6166.810232970543
108,2024-03-20,1769.8269029217772,2376.53466796875,884.9112548828125,2028.555419921875,6173.957084913593
109,2024-03-21,2228.2086292626336,2251.408447265625,1114.103271484375,2048.52392578125,6043.626851861889
110,2024-03-22,2400.7323669923644,2165.492919921875,1200.365966796875,2227.92138671875,6017.009531774869
111,2024-03-23,2828.83139826369,2130.372314453125,1414.416015625,2246.084716796875,5935.993771028683
112,2024-03-24,3150.006415347103,2200.1591796875,1575.004150390625,2249.708251953125,5920.624651614606
113,2024-03-25,2969.5524025736377,1889.29345703125,1484.777587890625,2183.3720703125,5776.277619585802
114,2024-03-26,2574.2866939820815,1624.276123046875,1287.14453125,2139.40185546875,5694.1283280082425
115,2024-03-27,2433.597917265899,1562.6646728515625,1216.79931640625,2161.248779296875,5693.948025400339
116,2024-03-28,2248.6503918352537,1655.345703125,1124.3240966796875,2098.259033203125,5749.159095537238
117,2024-03-29,1975.9141757620964,1808.011474609375,987.955810546875,2044.2420654296875,5852.464593631521
118,2024-03-30,2141.164087012876,2013.0047607421875,1070.5799560546875,2017.275390625,5919.35385435159
119,2024-03-31,2461.145479675848,1900.2767333984375,1230.5704345703125,1862.2879638671875,5775.47685006322
120,2024-02-01,3588.6249898343813,1150.5987548828125,1794.3128662109375,2153.04736328125,5287.510583876268
121,2024-02-02,3782.719038238254,1576.24853515625,1891.3597412109375,2292.522216796875,5503.298308687261
122,2024-02-03,3482.0357614003296,1581.918212890625,1741.01806640625,2364.848876953125,5571.732155821423
123,2024-02-04,3224.9786183121614,1473.17041015625,1612.4896240234375,2476.82568359375,5585.615009127505
124,2024-02-05,3200.1230348670506,1370.281982421875,1600.0618896484375,2526.18310546875,5549.794077263698
125,2024-02-06,3290.4188566678204,1042.3143310546875,1645.2103271484375,2506.98974609375,5359.606225422147
126,2024-02-07,3405.998898367863,1038.58642578125,1703.00048828125,2537.8291015625,5343.3590627571975
127,2024-02-08,3243.885406662739,1392.4364013671875,1621.94287109375,2699.2890625,5592.108369795658
128,2024-02-09,3296.243957737257,1883.253662109375,1648.121826171875,2588.19140625,5800.141254384225
129,2024-02-10,3042.9756668222835,1924.718505859375,1521.487060546875,2486.484130859375,5840.582092378048
130,2024-02-11,2691.3445846252143,1793.066162109375,1345.6717529296875,2368.692626953125,5803.718463808065
131,2024-02-12,2440.050636989181,1675.794677734375,1220.025146484375,2386.482421875,5787.6482051494895
132,2024-02-13,2743.761558288621,1495.1746826171875,1371.8809814453125,2373.402099609375,5646.546912715903
133,2024-02-14,3345.443316090852,1529.902587890625,1672.722412109375,2512.060791015625,5604.708397398004
134,2024-02-15,3639.601560770767,1783.860595703125,1819.802001953125,2693.080078125,5731.0679324531375
135,2024-02-16,4062.153634659713,1961.2646484375,2031.078125,2728.05908203125,5757.148042866538
136,2024-02-17,3826.4393213405274,2024.7900390625,1913.220458984375,2637.05322265625,5808.035287771112
137,2024-02-18,3362.701613466488,1933.5374755859375,1681.351806640625,2501.0751953125,5795.598214320737
138,2024-02-19,2909.4402425482403,1812.210693359375,1454.720703125,2466.159423828125,5804.693455498767
139,2024-02-20,2807.3540121787664,1491.369140625,1403.6771240234375,2487.48876953125,5662.35462033611
140,2024-02-21,2950.434411937662,1337.8426513671875,1475.216796875,2540.774658203125,5578.119597566376
141,2024-02-22,3652.0294518027513,1492.3955078125,1826.0146484375,2573.353515625,5549.519151248898
142,2024-02-23,3804.1203582289163,1952.8310546875,1902.0599365234375,2614.424560546875,5770.462761506395
143,2024-02-24,3576.800791385118,2143.974609375,1788.39990234375,2618.802734375,5904.191541678767
144,2024-02-25,3362.5868584216732,1952.73193359375,1681.29345703125,2696.15087890625,5862.435007991249
145,2024-02-26,3202.865071771259,1775.1502685546875,1601.43212890625,2690.6591796875,5797.521301240155
146,2024-02-27,3485.6218048600713,1562.11962890625,1742.81005859375,2912.848388671875,5712.582699003287
147,2024-02-28,3837.1651057505514,1552.170166015625,1918.5814208984375,3148.80029296875,5706.326060188861
148,2024-02-29,4144.396766700316,1920.5826416015625,2072.197021484375,3195.66845703125,5850.28466080912
149,2024-03-01,3935.403008100926,2209.013427734375,1967.7005615234375,2993.756103515625,5976.726521857541
150,2024-03-02,3589.645221399609,2215.9765625,1794.8221435546875,2774.1669921875,5979.499832449976
151,2024-03-03,2713.9474404359935,2089.796142578125,1356.97314453125,2610.6767578125,6012.135617857704
152,2024-03-04,2727.226514549824,1948.38671875,1363.6131591796875,2588.518310546875,5941.701966693295
153,2024-03-05,3146.762080975808,1620.3917236328125,1573.381591796875,2680.535888671875,5726.773934157856
154,2024-03-06,3503.7626770884817,1413.278076171875,1751.88134765625,2900.3310546875,5622.168857176769
155,2024-03-07,3923.1096042006393,1492.359130859375,1961.554443359375,3205.918701171875,5672.449419915505
156,2024-03-08,3802.9908923408366,1802.312255859375,1901.49560546875,3247.33447265625,5856.463057173398
157,2024-03-09,3323.307518149166,1983.385986328125,1661.65380859375,3256.194091796875,6018.646975967149
158,2024-03-10,2931.7272473086487,1941.796142578125,1465.8631591796875,3286.359375,6058.246156083242
159,2024-03-11,3089.913916056161,1800.6064453125,1544.956787109375,3199.83203125,5941.153134147673
160,2024-03-12,4076.190871461993,1564.593505859375,2038.09619140625,3213.359619140625,5671.4374019084935
161,2024-03-13,4795.388402735465,1490.5474853515625,2397.695068359375,3275.482177734375,5539.1403550290925
162,2024-03-14,5065.783019856841,1726.6904296875,2532.891845703125,3446.99267578125,5657.345356018053
163,2024-03-15,5250.55782648013,2087.966796875,2625.2783203125,3344.772216796875,5786.067465640444
164,2024-03-16,4900.4068588516675,2205.152587890625,2450.202392578125,3329.41552734375,5894.903343481914
165,2024-03-17,4737.0402273540385,2121.219970703125,2368.518798828125,3315.886962890625,5874.995890598657
166,2024-03-18,4274.084196410608,1944.980712890625,2137.039306640625,3419.20556640625,5884.972143470863
167,2024-03-19,3919.848659020383,1709.804443359375,1959.921875,3351.0224609375,5806.3743999932485
168,2024-03-20,4150.099607999902,1456.23193359375,2075.047607421875,3462.82080078125,5671.503402967792
169,2024-03-21,4383.005015981384,1545.699951171875,2191.50146484375,3495.02734375,5687.843587701733
170,2024-03-22,4483.493109179864,1890.0604248046875,2241.746337890625,3532.032470703125,5853.2903697875645
171,2024-03-23,4543.50913263869,2059.021484375,2271.7548828125,3452.71240234375,5908.689526033566
172,2024-03-24,4431.653876284603,1956.407958984375,2215.827880859375,3379.18994140625,5856.146639529645
173,2024-03-25,4267.133945542388,1814.4381103515625,2133.568359375,3454.0419921875,5829.993943438341
174,2024-03-26,4675.8003658570815,1618.8341064453125,2337.9013671875,3445.56884765625,5666.1969162650785
175,2024-03-27,4825.957292265899,1575.8348388671875,2412.97900390625,3514.468505859375,5642.322476083933
176,2024-03-28,4884.444581288379,1739.8236083984375,2442.22119140625,3461.843505859375,5704.111922990851
177,2024-03-29,4670.697867168346,2074.169189453125,2335.34765625,3347.3583984375,5876.074975711599
178,2024-03-30,4154.777124122251,2297.48974609375,2077.386474609375,3287.822998046875,6051.277720623562
179,2024-03-31,4242.301485535223,2015.8460693359375,2121.1484375,3117.667724609375,5856.998219997302
0,2024-04-01,15555.195546475006,7923.048828125,7777.59814453125,18011.58203125,10320.242601393358
1,2024-04-02,15935.97514175388,7224.02392578125,7967.98779296875,17715.798828125,9840.040335969976
2,2024-04-03,16683.69884733783,6872.1064453125,8341.849609375,19659.818359375,10033.346077940563
3,2024-04-04,15843.233745265286,7463.36669921875,7921.6171875,21682.716796875,10966.033565340884
4,2024-04-05,15466.462146195176,8007.92333984375,7733.2314453125,22979.615234375,11618.949358330592
5,2024-04-06,13610.970858620945,8392.10546875,6805.486328125,23131.5625,12133.739045551541
6,2024-04-07,12318.015499930363,8380.3671875,6159.0087890625,21354.927734375,11884.228722181026
7,2024-04-08,12651.75454728774,7810.69091796875,6325.87744140625,19371.2109375,11051.546785323002
8,2024-04-09,15266.616516331007,6923.322265625,7633.30810546875,17950.05859375,9841.831516225046
9,2024-04-10,14755.574787916034,5611.107421875,7377.78662109375,18883.8515625,9510.597641084103
10,2024-04-11,16620.39561001584,6017.08203125,8310.197265625,20000.607421875,9701.58011999703
11,2024-04-12,17701.84409402043,7930.13720703125,8850.921875,20238.09375,10548.646480906325
12,2024-04-13,15945.512290710496,8208.1640625,7972.75634765625,19684.205078125,10821.745528743735
13,2024-04-14,14678.909624684602,7323.11572265625,7339.45556640625,18988.83984375,10405.560432920465
14,2024-04-15,14336.207517802017,6247.447265625,7168.10498046875,18225.623046875,9730.614258136731
15,2024-04-16,14404.093087784713,5225.31884765625,7202.0478515625,17631.478515625,9051.983400532554
16,2024-04-17,16752.560903371777,5275.0380859375,8376.28125,18696.142578125,8977.75652495373
17,2024-04-18,17503.55854706024,6485.451171875,8751.7802734375,20407.04296875,9892.713570766049
18,2024-04-19,17063.41094567324,8113.74169921875,8531.7060546875,21412.16796875,11028.737950127674
19,2024-04-20,16023.666756319391,8739.3876953125,8011.83349609375,20846.23046875,11364.601209996756
20,2024-04-21,13538.907068187662,8676.8671875,6769.453125,18497.421875,11132.53897012497
21,2024-04-22,10175.214998677751,8161.16357421875,5087.607421875,16708.57421875,10950.985566654172
22,2024-04-23,11387.991696119541,8038.74462890625,5693.99560546875,16925.703125,10756.645569428758
23,2024-04-24,14349.454111697618,7536.361328125,7174.7265625,18957.7734375,10550.490842826228
24,2024-04-25,17825.531194359173,8669.0,8912.765625,20475.4453125,10953.213206233437
25,2024-04-26,20084.22932958376,9909.787109375,10042.1142578125,20887.865234375,11323.844268769451
26,2024-04-27,19167.62668767257,9628.1533203125,9583.8125,19905.517578125,11080.730762662955
27,2024-04-28,16434.113592078676,8748.3203125,8217.0556640625,18419.904296875,10696.59356964931
28,2024-04-29,14489.011512794066,7542.88916015625,7244.50439453125,16919.873046875,10022.85205888041
29,2024-04-30,14397.767510054051,6202.9560546875,7198.8828125,17260.005859375,9452.216504462522
30,2024-05-01,15880.990192102734,5805.4677734375,7940.49462890625,18318.755859375,9286.472938834253
31,2024-05-02,16683.155448248493,6267.4208984375,8341.5771484375,20263.70703125,9878.339505797157
32,2024-05-03,14517.392774315449,7813.50244140625,7258.6962890625,21179.056640625,11220.202233722102
33,2024-05-04,11803.642452069558,9499.806640625,5901.82177734375,20405.798828125,12292.365654738911
34,2024-05-05,12418.532208338482,8581.197265625,6209.26611328125,18667.884765625,11302.476596434582
35,2024-05-06,15735.40501435689,7557.1826171875,7867.7021484375,17233.91796875,9913.730822503396
36,2024-05-07,18633.753587653337,6534.31640625,9316.876953125,17797.564453125,9090.345579756406
37,2024-05-08,20067.806541586666,6626.677734375,10033.9033203125,18848.7890625,9174.9112734525
38,2024-05-09,21100.836866449274,7954.28369140625,10550.41796875,19486.87890625,9835.908761368886
39,2024-05-10,18141.08237308741,9160.552734375,9070.541015625,19913.875,11010.84069518283
40,2024-05-11,15148.427199586993,9671.0712890625,7574.21435546875,19103.951171875,11526.611703055954
41,2024-05-12,13022.655492579215,9462.009765625,6511.32861328125,18027.451171875,11486.019337573038
42,2024-05-13,14825.91339095059,8780.462890625,7412.95703125,17393.81640625,10706.476810485827
43,2024-05-14,17582.44454523013,8827.39453125,8791.2216796875,17365.44921875,10292.84554181232
44,2024-05-15,19116.699339320417,7401.763671875,9558.3486328125,17999.447265625,9499.082863135234
45,2024-05-16,20550.43427032279,8724.41796875,10275.2158203125,18646.509765625,10098.156550388696
46,2024-05-17,19882.025114379358,9883.9267578125,9941.009765625,18207.1953125,10672.516348182777
47,2024-05-18,17762.774440270383,9504.4365234375,8881.384765625,16585.15234375,10408.400446746178
48,2024-05-19,15579.068846281152,8920.2236328125,7789.5322265625,15096.5234375,10085.422394056659
49,2024-05-20,16311.984508168884,7902.1806640625,8155.9912109375,15212.4208984375,9490.850011651928
50,2024-05-21,16918.449652148614,7237.07958984375,8459.224609375,16122.4775390625,9291.006815710416
51,2024-05-22,20298.09897638869,7137.421875,10149.0498046875,18024.322265625,9188.600948763058
52,2024-05-23,21622.345770815853,7897.6884765625,10811.173828125,19607.6328125,9757.664171878278
53,2024-05-24,20134.296054917388,9007.9716796875,10067.1494140625,19960.556640625,10633.550263628771
54,2024-05-25,18821.13239710708,9868.3466796875,9410.5673828125,19003.576171875,11030.425187749453
55,2024-05-26,18490.4973313284,10230.376953125,9245.2490234375,16959.00390625,10741.374401743113
56,2024-05-27,18690.86938597588,10085.6142578125,9345.43359375,16221.0498046875,10453.799148332648
57,2024-05-28,20359.188101543346,9017.6875,10179.5927734375,16744.73046875,9789.75074170281
58,2024-05-29,21119.2229249035,8459.7900390625,10559.609375,18403.705078125,9809.923533611844
59,2024-05-30,19728.028048035223,8430.2666015625,9864.01171875,19314.84375,10239.85844948949
60,2024-04-01,2725.0353902250063,931.7246704101562,1362.51806640625,1659.804931640625,5211.673692701952
61,2024-04-02,2755.962202300754,1189.459716796875,1377.9813232421875,1705.5264892578125,5352.324149446538
62,2024-04-03,2812.2999215565796,1329.326904296875,1406.150146484375,1868.5562744140625,5457.060547850231
63,2024-04-04,2416.8589894059114,1348.4031982421875,1208.4298095703125,2057.74462890625,5569.862117586978
64,2024-04-05,2413.0441774451756,1250.340576171875,1206.5224609375,2158.7568359375,5548.545198784694
65,2024-04-06,2146.7045011990704,1106.578369140625,1073.3531494140625,2149.0966796875,5516.413773945096
66,2024-04-07,1928.5003632116131,950.0675659179688,964.251220703125,2109.889404296875,5470.343124952022
67,2024-04-08,2103.025787522114,814.7205810546875,1051.5130615234375,2036.6427001953125,5350.178720442631
68,2024-04-09,2602.063049534132,722.1806030273438,1301.0313720703125,1974.535888671875,5206.760936696237
69,2024-04-10,2598.4407547129085,664.0693359375,1299.2196044921875,2065.6142578125,5204.3504181837125
70,2024-04-11,2809.6258346252143,625.4859008789062,1404.8123779296875,2187.94580078125,5179.943530946737
71,2024-04-12,3274.822121364181,551.0875244140625,1637.410888671875,2242.041748046875,5083.6988566997825
72,2024-04-13,2831.115318054246,449.3953857421875,1415.557861328125,2199.562255859375,5091.732467220298
73,2024-04-14,2721.221636403352,399.2462158203125,1360.611572265625,2133.345703125,5067.497925291071
74,2024-04-15,2627.161375223892,366.9852294921875,1313.5819091796875,2055.897705078125,5047.5357058906375
75,2024-04-16,2537.085519425338,358.351318359375,1268.5440673828125,1998.04052734375,5038.92340297396
76,2024-04-17,2788.4810693874024,409.325927734375,1394.2413330078125,2102.056884765625,5054.053842458612
77,2024-04-18,3011.058058778988,536.72412109375,1505.530029296875,2247.820556640625,5116.155495814877
78,2024-04-19,2937.3201253607403,642.1805419921875,1468.66064453125,2304.31640625,5195.249439995838
79,2024-04-20,2976.4279867881414,749.3365478515625,1488.214111328125,2238.194580078125,5228.538740514333
80,2024-04-21,2565.306970531412,926.9070434570312,1282.653076171875,2079.420166015625,5341.599440706024
81,2024-04-22,1989.9758629355638,1161.2352294921875,994.9878540039062,1933.21875,5511.114347019162
82,2024-04-23,2148.5126922132913,1356.572998046875,1074.256103515625,1991.3109130859375,5600.625038728074
83,2024-04-24,2502.806406619493,1403.08447265625,1251.4027099609375,2166.08447265625,5611.994672782283
84,2024-04-25,3143.7680107654232,1377.8472900390625,1571.884033203125,2215.76220703125,5511.842699946816
85,2024-04-26,3586.933431146259,1270.7203369140625,1793.46630859375,2227.833740234375,5392.162147492596
86,2024-04-27,3530.3354279069463,1050.504638671875,1765.1668701171875,2098.952392578125,5259.691959562369
87,2024-04-28,3129.8865412974264,843.1770629882812,1564.942138671875,2003.676513671875,5194.001528633686
88,2024-04-29,2551.462684669066,699.7593994140625,1275.72998046875,1864.52001953125,5177.983902447304
89,2024-04-30,2338.119804975926,606.6883544921875,1169.0589599609375,1889.5926513671875,5171.136670478147
90,2024-05-01,2562.116656946484,586.3548583984375,1281.057861328125,1929.1722412109375,5135.985100089136
91,2024-05-02,2968.9171669984935,629.901611328125,1484.4580078125,2066.715576171875,5128.593732481728
92,2024-05-03,2711.696241112324,686.1049194335938,1355.8480224609375,2064.841064453125,5196.403352191342
93,2024-05-04,2339.401973553933,695.7026977539062,1169.7015380859375,1986.426025390625,5239.700447829731
94,2024-05-05,2342.3879212291067,644.3201904296875,1171.1939697265625,1867.2130126953125,5183.736156065929
95,2024-05-06,2704.2282565443893,594.3062744140625,1352.11376953125,1842.1239013671875,5095.976458489724
96,2024-05-07,3090.0924548408366,612.237060546875,1545.04638671875,1887.392578125,5056.017210615781
97,2024-05-08,3325.360008383541,702.451904296875,1662.6800537109375,1986.301513671875,5089.970195266465
98,2024-05-09,3380.8083019961487,834.6094970703125,1690.4036865234375,2001.289306640625,5150.447778092519
99,2024-05-10,2979.461279337411,923.9578247070312,1489.73046875,2001.5257568359375,5257.842243949919
100,2024-05-11,2560.221633180743,1042.5423583984375,1280.111572265625,1879.30078125,5354.80261339531
101,2024-05-12,2269.853734766715,1222.8333740234375,1134.927734375,1734.624267578125,5453.004132189737
102,2024-05-13,2638.396056966216,1393.776123046875,1319.1983642578125,1679.4925537109375,5466.328632385241
103,2024-05-14,3245.2904924957547,1532.53125,1622.6446533203125,1714.5091552734375,5450.06915936603
