日期,管制站,入境 / 出境,香港居民,内地访客,其他访客,总计
2019-12-30,屯门客运码头,入境,626,5,30,661
2019-12-30,屯门客运码头,出境,601,4,23,628
2019-12-31,机场,入境,58757,4109,14087,76953
2019-12-31,机场,出境,26654,5183,14984,46821
2019-12-31,高铁西九龙,入境,13602,7453,1188,22243
2019-12-31,高铁西九龙,出境,9502,6318,502,16322
2019-12-31,红磡,入境,1528,467,162,2157
2019-12-31,红磡,出境,1026,420,115,1561
2019-12-31,罗湖,入境,79480,19271,1102,99853
2019-12-31,罗湖,出境,86505,19042,816,106363
2019-12-31,落马洲支线,入境,43113,16921,494,60528
2019-12-31,落马洲支线,出境,45852,14823,331,61006
2019-12-31,港珠澳大桥,入境,15091,2265,2835,20191
2019-12-31,港珠澳大桥,出境,16844,3196,3347,23387
2019-12-31,落马洲,入境,22789,5464,724,28977
2019-12-31,落马洲,出境,24429,4928,410,29767
2019-12-31,文锦渡,入境,2075,1388,27,3490
2019-12-31,文锦渡,出境,2063,973,14,3050
2019-12-31,沙头角,入境,2426,652,102,3180
2019-12-31,沙头角,出境,2196,505,48,2749
2019-12-31,深圳湾,入境,34406,13059,1128,48593
2019-12-31,深圳湾,出境,27484,11880,776,40140
2019-12-31,中国客运码头,入境,2507,649,889,4045
2019-12-31,中国客运码头,出境,2055,767,780,3602
2019-12-31,港口管制,入境,31,0,63,94
2019-12-31,港口管制,出境,0,0,3,3
2019-12-31,启德邮轮码头,入境,482,55,1559,2096
2019-12-31,启德邮轮码头,出境,1101,94,2850,4045
2019-12-31,港澳客轮码头,入境,8645,480,2471,11596
2019-12-31,港澳客轮码头,出境,10108,567,2221,12896
2019-12-31,屯门客运码头,入境,536,7,27,570
2019-12-31,屯门客运码头,出境,558,5,14,577
2020-01-01,机场,入境,66624,3733,11409,81766
2020-01-01,机场,出境,28618,4677,19370,52665
2020-01-01,高铁西九龙,入境,15040,6781,558,22379
2020-01-01,高铁西九龙,出境,5699,7106,917,13722
2020-01-01,红磡,入境,1262,272,82,1616
2020-01-01,红磡,出境,521,312,127,960
2020-01-01,罗湖,入境,89085,18772,820,108677
2020-01-01,罗湖,出境,60030,20727,906,81663
2020-01-01,落马洲支线,入境,47703,20848,386,68937
2020-01-01,落马洲支线,出境,33278,19336,488,53102
2020-01-01,港珠澳大桥,入境,22679,2560,3541,28780
2020-01-01,港珠澳大桥,出境,13922,4611,3923,22456
2020-01-01,落马洲,入境,28570,4410,465,33445
2020-01-01,落马洲,出境,16541,4677,614,21832
2020-01-01,文锦渡,入境,1937,1335,15,3287
2020-01-01,文锦渡,出境,1373,916,6,2295
2020-01-01,沙头角,入境,2285,543,51,2879
2020-01-01,沙头角,出境,1413,471,63,1947
2020-01-01,深圳湾,入境,38549,13755,848,53152
2020-01-01,深圳湾,出境,21240,13247,1000,35487
2020-01-01,中国客运码头,入境,2556,421,737,3714
2020-01-01,中国客运码头,出境,1242,566,923,2731
2020-01-01,港口管制,入境,1,0,24,25
2020-01-01,港口管制,出境,0,0,14,14
2020-01-01,启德邮轮码头,入境,1081,79,16,1176
2020-01-01,启德邮轮码头,出境,476,77,26,579
2020-01-01,港澳客轮码头,入境,8883,505,1904,11292
2020-01-01,港澳客轮码头,出境,5755,414,2015,8184
2020-01-01,屯门客运码头,入境,686,10,23,719
2020-01-01,屯门客运码头,出境,436,5,19,460
2020-01-24,机场,入境,20724,9124,14116,43964
2020-01-24,机场,出境,74876,4451,7242,86569
2020-01-24,高铁西九龙,入境,1717,2380,337,4434
2020-01-24,高铁西九龙,出境,20096,2800,316,23212
2020-01-24,红磡,入境,433,470,71,974
2020-01-24,红磡,出境,3498,194,51,3743
2020-01-24,罗湖,入境,26340,7383,429,34152
2020-01-24,罗湖,出境,72074,6231,413,78718
2020-01-24,落马洲支线,入境,16750,4979,196,21925
2020-01-24,落马洲支线,出境,32215,3766,167,36148
2020-01-24,港珠澳大桥,入境,7294,1949,2130,11373
2020-01-24,港珠澳大桥,出境,15775,2804,2086,20665
2020-01-24,落马洲,入境,10591,2921,407,13919
2020-01-24,落马洲,出境,17682,3901,283,21866
2020-01-24,文锦渡,入境,1093,367,9,1469
2020-01-24,文锦渡,出境,1890,219,9,2118
2020-01-24,沙头角,入境,1008,264,27,1299
2020-01-24,沙头角,出境,3207,210,40,3457
2020-01-24,深圳湾,入境,8792,5354,685,14831
2020-01-24,深圳湾,出境,37864,5142,484,43490
2020-01-24,中国客运码头,入境,1013,442,373,1828
2020-01-24,中国客运码头,出境,3511,453,312,4276
2020-01-24,港口管制,入境,7,0,259,266
2020-01-24,港口管制,出境,77,0,4,81
2020-01-24,启德邮轮码头,入境,466,707,2400,3573
2020-01-24,启德邮轮码头,出境,2487,775,280,3542
2020-01-24,港澳客轮码头,入境,6001,358,1395,7754
2020-01-24,港澳客轮码头,出境,8985,390,1314,10689
2020-01-24,屯门客运码头,入境,434,7,38,479
2020-01-24,屯门客运码头,出境,548,4,17,569
2020-01-25,机场,入境,14907,8489,10953,34349
2020-01-25,机场,出境,58711,5326,7335,71372
2020-01-25,高铁西九龙,入境,1852,2278,285,4415
2020-01-25,高铁西九龙,出境,8489,2089,224,10802
2020-01-25,红磡,入境,575,176,67,818
2020-01-25,红磡,出境,1509,153,53,1715
2020-01-25,罗湖,入境,20716,4368,317,25401
2020-01-25,罗湖,出境,39692,5468,347,45507
2020-01-25,落马洲支线,入境,12511,3237,117,15865
2020-01-25,落马洲支线,出境,16675,3347,155,20177
2020-01-25,港珠澳大桥,入境,9121,2682,2339,14142
2020-01-25,港珠澳大桥,出境,13570,2949,1830,18349
2020-01-25,落马洲,入境,7187,2662,234,10083
2020-01-25,落马洲,出境,10351,3163,195,13709
2020-01-25,文锦渡,入境,753,262,12,1027
2020-01-25,文锦渡,出境,895,203,5,1103
2020-01-25,沙头角,入境,923,208,19,1150
2020-01-25,沙头角,出境,1702,165,38,1905
2020-01-25,深圳湾,入境,9834,4540,532,14906
2020-01-25,深圳湾,出境,20440,4993,451,25884
2020-01-25,中国客运码头,入境,1183,463,499,2145
2020-01-25,中国客运码头,出境,2233,406,415,3054
2020-01-25,港口管制,入境,2,0,89,91
2020-01-25,港口管制,出境,2,0,2,4
2020-01-25,启德邮轮码头,入境,168,25,2315,2508
2020-01-25,启德邮轮码头,出境,2997,129,2521,5647
2020-01-25,港澳客轮码头,入境,6118,490,1355,7963
2020-01-25,港澳客轮码头,出境,8120,378,1048,9546
2020-01-25,屯门客运码头,入境,567,11,44,622
2020-01-25,屯门客运码头,出境,782,19,14,815
2020-01-26,机场,入境,22646,10955,7522,41123
2020-01-26,机场,出境,47580,7870,8813,64263
2020-01-26,高铁西九龙,入境,7481,2481,415,10377
2020-01-26,高铁西九龙,出境,2360,2875,300,5535
2020-01-26,红磡,入境,2237,272,137,2646
2020-01-26,红磡,出境,575,307,54,936
2020-01-26,罗湖,入境,44781,4994,406,50181
2020-01-26,罗湖,出境,22105,6754,348,29207
2020-01-26,落马洲支线,入境,19606,3816,265,23687
2020-01-26,落马洲支线,出境,10678,4376,226,15280
2020-01-26,港珠澳大桥,入境,12967,2486,2311,17764
2020-01-26,港珠澳大桥,出境,10182,3053,2082,15317
2020-01-26,落马洲,入境,10754,3119,362,14235
2020-01-26,落马洲,出境,7058,3642,240,10940
2020-01-26,文锦渡,入境,1093,345,24,1462
2020-01-26,文锦渡,出境,709,324,5,1038
2020-01-26,沙头角,入境,2077,284,40,2401
2020-01-26,沙头角,出境,1058,312,48,1418
2020-01-26,深圳湾,入境,26235,6051,868,33154
2020-01-26,深圳湾,出境,9524,7404,529,17457
2020-01-26,中国客运码头,入境,2418,522,501,3441
2020-01-26,中国客运码头,出境,1391,603,504,2498
2020-01-26,港口管制,入境,0,0,256,256
2020-01-26,港口管制,出境,0,0,0,0
2020-01-26,启德邮轮码头,入境,2510,806,2251,5567
2020-01-26,启德邮轮码头,出境,1000,394,317,1711
2020-01-26,港澳客轮码头,入境,8216,554,1325,10095
2020-01-26,港澳客轮码头,出境,6571,379,1284,8234
2020-01-26,屯门客运码头,入境,647,5,24,676
2020-01-26,屯门客运码头,出境,605,7,28,640
2020-01-27,机场,入境,36215,10309,6764,53288
2020-01-27,机场,出境,41316,8203,11319,60838
2020-01-27,高铁西九龙,入境,10913,1887,421,13221
2020-01-27,高铁西九龙,出境,1167,2790,246,4203
2020-01-27,红磡,入境,2025,221,116,2362
2020-01-27,红磡,出境,244,308,54,606
2020-01-27,罗湖,入境,43145,3643,387,47175
2020-01-27,罗湖,出境,13999,5193,387,19579
2020-01-27,落马洲支线,入境,17463,2863,203,20529
2020-01-27,落马洲支线,出境,7787,3592,175,11554
2020-01-27,港珠澳大桥,入境,14306,1998,1998,18302
2020-01-27,港珠澳大桥,出境,7369,2822,2088,12279
2020-01-27,落马洲,入境,10708,1945,356,13009
2020-01-27,落马洲,出境,5174,3655,233,9062
2020-01-27,文锦渡,入境,1280,281,12,1573
2020-01-27,文锦渡,出境,569,324,5,898
2020-01-27,沙头角,入境,2212,189,36,2437
2020-01-27,沙头角,出境,617,337,81,1035
2020-01-27,深圳湾,入境,27513,4507,759,32779
2020-01-27,深圳湾,出境,5065,6538,598,12201
2020-01-27,中国客运码头,入境,3124,477,431,4032
2020-01-27,中国客运码头,出境,944,530,411,1885
2020-01-27,港口管制,入境,69,0,32,101
2020-01-27,港口管制,出境,28,0,25,53
2020-01-27,启德邮轮码头,入境,638,56,12,706
2020-01-27,启德邮轮码头,出境,706,66,2190,2962
2020-01-27,港澳客轮码头,入境,7258,394,1271,8923
2020-01-27,港澳客轮码头,出境,4981,343,1094,6418
2020-01-27,屯门客运码头,入境,601,10,18,629
2020-01-27,屯门客运码头,出境,511,2,24,537
2020-01-28,机场,入境,54491,7187,5422,67100
2020-01-28,机场,出境,41100,8306,12151,61557
2020-01-28,高铁西九龙,入境,13133,1828,322,15283
2020-01-28,高铁西九龙,出境,864,2499,212,3575
2020-01-28,红磡,入境,1754,194,64,2012
2020-01-28,红磡,出境,203,316,56,575
2020-01-28,罗湖,入境,39880,3633,381,43894
2020-01-28,罗湖,出境,12598,4654,290,17542
2020-01-28,落马洲支线,入境,17313,2575,194,20082
2020-01-28,落马洲支线,出境,7253,3018,175,10446
2020-01-28,港珠澳大桥,入境,12420,1551,1534,15505
2020-01-28,港珠澳大桥,出境,5417,1795,1625,8837
2020-01-28,落马洲,入境,10279,1831,329,12439
2020-01-28,落马洲,出境,4780,2722,202,7704
2020-01-28,文锦渡,入境,1551,283,4,1838
2020-01-28,文锦渡,出境,582,269,3,854
2020-01-28,沙头角,入境,2173,245,66,2484
2020-01-28,沙头角,出境,433,210,58,701
2020-01-28,深圳湾,入境,26094,4217,738,31049
2020-01-28,深圳湾,出境,3797,5022,513,9332
2020-01-28,中国客运码头,入境,2761,314,222,3297
2020-01-28,中国客运码头,出境,509,371,323,1203
2020-01-28,港口管制,入境,17,0,34,51
2020-01-28,港口管制,出境,1,0,12,13
2020-01-28,启德邮轮码头,入境,705,56,8,769
2020-01-28,启德邮轮码头,出境,427,75,6,508
2020-01-28,港澳客轮码头,入境,5745,238,912,6895
2020-01-28,港澳客轮码头,出境,3634,288,864,4786
2020-01-28,屯门客运码头,入境,472,4,18,494
2020-01-28,屯门客运码头,出境,306,1,27,334
2020-01-29,机场,入境,50292,9196,5871,65359
2020-01-29,机场,出境,33880,7550,10514,51944
2020-01-29,高铁西九龙,入境,20022,1817,403,22242
2020-01-29,高铁西九龙,出境,1195,3524,261,4980
2020-01-29,红磡,入境,2038,201,87,2326
2020-01-29,红磡,出境,222,462,79,763
2020-01-29,罗湖,入境,44426,4343,485,49254
2020-01-29,罗湖,出境,13519,5099,350,18968
2020-01-29,落马洲支线,入境,19574,3003,323,22900
2020-01-29,落马洲支线,出境,8304,3414,245,11963
2020-01-29,港珠澳大桥,入境,10793,1363,1168,13324
2020-01-29,港珠澳大桥,出境,4213,1588,1479,7280
2020-01-29,落马洲,入境,11236,1900,385,13521
2020-01-29,落马洲,出境,5371,3111,252,8734
2020-01-29,文锦渡,入境,1459,293,11,1763
2020-01-29,文锦渡,出境,629,308,10,947
2020-01-29,沙头角,入境,2739,320,61,3120
2020-01-29,沙头角,出境,517,311,87,915
2020-01-29,深圳湾,入境,26892,4695,996,32583
2020-01-29,深圳湾,出境,4398,6648,678,11724
2020-01-29,中国客运码头,入境,3138,320,271,3729
2020-01-29,中国客运码头,出境,522,497,266,1285
2020-01-29,港口管制,入境,0,0,41,41
2020-01-29,港口管制,出境,0,0,0,0
2020-01-29,启德邮轮码头,入境,427,75,10,512
2020-01-29,启德邮轮码头,出境,372,49,21,442
2020-01-29,港澳客轮码头,入境,4223,250,869,5342
2020-01-29,港澳客轮码头,出境,3211,223,877,4311
2020-01-29,屯门客运码头,入境,313,4,17,334
2020-01-29,屯门客运码头,出境,293,1,24,318
2020-01-30,机场,入境,46214,9907,5530,61651
2020-01-30,机场,出境,31072,7122,9882,48076
2020-01-30,高铁西九龙,入境,0,0,0,0
2020-01-30,高铁西九龙,出境,0,0,0,0
2020-01-30,红磡,入境,0,0,0,0
2020-01-30,红磡,出境,0,0,0,0
2020-01-30,罗湖,入境,30427,2470,308,33205
2020-01-30,罗湖,出境,13178,3893,294,17365
2020-01-30,落马洲支线,入境,15978,1711,205,17894
2020-01-30,落马洲支线,出境,8048,2570,168,10786
2020-01-30,港珠澳大桥,入境,7032,946,923,8901
2020-01-30,港珠澳大桥,出境,3554,1360,1155,6069
2020-01-30,落马洲,入境,9186,1430,312,10928
2020-01-30,落马洲,出境,4706,3386,322,8414
2020-01-30,文锦渡,入境,0,0,0,0
2020-01-30,文锦渡,出境,0,0,0,0
2020-01-30,沙头角,入境,0,0,0,0
2020-01-30,沙头角,出境,0,0,0,0
2020-01-30,深圳湾,入境,17109,2785,660,20554
2020-01-30,深圳湾,出境,3707,6196,660,10563
2020-01-30,中国客运码头,入境,0,0,0,0
2020-01-30,中国客运码头,出境,0,0,0,0
2020-01-30,港口管制,入境,1,0,69,70
2020-01-30,港口管制,出境,0,0,22,22
2020-01-30,启德邮轮码头,入境,2921,134,161,3216
2020-01-30,启德邮轮码头,出境,682,52,1761,2495
2020-01-30,港澳客轮码头,入境,3638,172,694,4504
2020-01-30,港澳客轮码头,出境,3132,249,806,4187
2020-01-30,屯门客运码头,入境,0,0,0,0
2020-01-30,屯门客运码头,出境,0,0,0,0
2020-01-31,机场,入境,49093,7817,5089,61999
2020-01-31,机场,出境,28231,5737,7599,41567
2020-01-31,高铁西九龙,入境,0,0,0,0
2020-01-31,高铁西九龙,出境,0,0,0,0
2020-01-31,红磡,入境,0,0,0,0
2020-01-31,红磡,出境,0,0,0,0
2020-01-31,罗湖,入境,24064,1960,257,26281
2020-01-31,罗湖,出境,13695,2845,267,16807
2020-01-31,落马洲支线,入境,14044,1518,181,15743
2020-01-31,落马洲支线,出境,8490,1939,163,10592
2020-01-31,港珠澳大桥,入境,5754,653,883,7290
2020-01-31,港珠澳大桥,出境,3626,897,1078,5601
2020-01-31,落马洲,入境,7807,1200,225,9232
2020-01-31,落马洲,出境,4879,2598,302,7779
2020-01-31,文锦渡,入境,0,0,0,0
2020-01-31,文锦渡,出境,0,0,0,0
2020-01-31,沙头角,入境,0,0,0,0
2020-01-31,沙头角,出境,0,0,0,0
2020-01-31,深圳湾,入境,11541,2412,567,14520
2020-01-31,深圳湾,出境,3727,4789,632,9148
2020-01-31,中国客运码头,入境,0,0,0,0
2020-01-31,中国客运码头,出境,0,0,0,0
2020-01-31,港口管制,入境,2,0,330,332
2020-01-31,港口管制,出境,2,0,9,11
2020-01-31,启德邮轮码头,入境,828,377,91,1296
2020-01-31,启德邮轮码头,出境,1603,65,242,1910
2020-01-31,港澳客轮码头,入境,3411,121,634,4166
2020-01-31,港澳客轮码头,出境,3253,124,660,4037
2020-01-31,屯门客运码头,入境,0,0,0,0
2020-01-31,屯门客运码头,出境,0,0,0,0
2020-02-01,机场,入境,55976,5703,4567,66246
2020-02-01,机场,出境,28798,5072,8046,41916
2020-02-01,高铁西九龙,入境,0,0,0,0
2020-02-01,高铁西九龙,出境,0,0,0,0
2020-02-01,红磡,入境,0,0,0,0
2020-02-01,红磡,出境,0,0,0,0
2020-02-01,罗湖,入境,21578,1883,276,23737
2020-02-01,罗湖,出境,13759,2347,234,16340
2020-02-01,落马洲支线,入境,12975,1505,165,14645
2020-02-01,落马洲支线,出境,8541,1805,139,10485
2020-02-01,港珠澳大桥,入境,4926,632,1021,6579
2020-02-01,港珠澳大桥,出境,3259,784,1339,5382
2020-02-01,落马洲,入境,6674,1134,236,8044
2020-02-01,落马洲,出境,4940,1855,179,6974
2020-02-01,文锦渡,入境,0,0,0,0
2020-02-01,文锦渡,出境,0,0,0,0
2020-02-01,沙头角,入境,0,0,0,0
2020-02-01,沙头角,出境,0,0,0,0
2020-02-01,深圳湾,入境,9788,2429,505,12722
2020-02-01,深圳湾,出境,3378,3425,499,7302
2020-02-01,中国客运码头,入境,0,0,0,0
2020-02-01,中国客运码头,出境,0,0,0,0
2020-02-01,港口管制,入境,0,0,60,60
2020-02-01,港口管制,出境,0,0,5,5
2020-02-01,启德邮轮码头,入境,25,8,2334,2367
2020-02-01,启德邮轮码头,出境,129,6,1965,2100
2020-02-01,港澳客轮码头,入境,3180,88,596,3864
2020-02-01,港澳客轮码头,出境,3043,105,550,3698
2020-02-01,屯门客运码头,入境,0,0,0,0
2020-02-01,屯门客运码头,出境,0,0,0,0
2020-02-02,机场,入境,59083,4649,3762,67494
2020-02-02,机场,出境,25570,4360,6898,36828
2020-02-02,高铁西九龙,入境,0,0,0,0
2020-02-02,高铁西九龙,出境,0,0,0,0
2020-02-02,红磡,入境,0,0,0,0
2020-02-02,红磡,出境,0,0,0,0
2020-02-02,罗湖,入境,13138,1159,190,14487
2020-02-02,罗湖,出境,6575,1392,151,8118
2020-02-02,落马洲支线,入境,17716,1739,177,19632
2020-02-02,落马洲支线,出境,9832,2902,209,12943
2020-02-02,港珠澳大桥,入境,5108,487,804,6399
2020-02-02,港珠澳大桥,出境,3165,649,1270,5084
2020-02-02,落马洲,入境,10954,1272,254,12480
2020-02-02,落马洲,出境,4362,1820,234,6416
2020-02-02,文锦渡,入境,0,0,0,0
2020-02-02,文锦渡,出境,0,0,0,0
2020-02-02,沙头角,入境,0,0,0,0
2020-02-02,沙头角,出境,0,0,0,0
2020-02-02,深圳湾,入境,11706,2253,606,14565
2020-02-02,深圳湾,出境,2968,3130,454,6552
2020-02-02,中国客运码头,入境,0,0,0,0
2020-02-02,中国客运码头,出境,0,0,0,0
2020-02-02,港口管制,入境,0,0,184,184
2020-02-02,港口管制,出境,0,0,0,0
2020-02-02,启德邮轮码头,入境,1637,58,53,1748
2020-02-02,启德邮轮码头,出境,2172,22,241,2435
2020-02-02,港澳客轮码头,入境,3057,98,369,3524
2020-02-02,港澳客轮码头,出境,2697,110,486,3293
2020-02-02,屯门客运码头,入境,0,0,0,0
2020-02-02,屯门客运码头,出境,0,0,0,0
2020-02-03,机场,入境,41208,6996,3846,52050
2020-02-03,机场,出境,21704,3596,5428,30728
2020-02-03,高铁西九龙,入境,0,0,0,0
2020-02-03,高铁西九龙,出境,0,0,0,0
2020-02-03,红磡,入境,0,0,0,0
2020-02-03,红磡,出境,0,0,0,0
2020-02-03,罗湖,入境,27196,1873,368,29437
2020-02-03,罗湖,出境,14938,3078,320,18336
2020-02-03,落马洲支线,入境,17037,1038,242,18317
2020-02-03,落马洲支线,出境,10113,1815,205,12133
2020-02-03,港珠澳大桥,入境,3595,358,674,4627
2020-02-03,港珠澳大桥,出境,3023,723,849,4595
2020-02-03,落马洲,入境,9823,1206,281,11310
2020-02-03,落马洲,出境,5461,2150,190,7801
2020-02-03,文锦渡,入境,0,0,0,0
2020-02-03,文锦渡,出境,0,0,0,0
2020-02-03,沙头角,入境,0,0,0,0
2020-02-03,沙头角,出境,0,0,0,0
2020-02-03,深圳湾,入境,8284,1871,504,10659
2020-02-03,深圳湾,出境,3960,3754,486,8200
2020-02-03,中国客运码头,入境,0,0,0,0
2020-02-03,中国客运码头,出境,0,0,0,0
2020-02-03,港口管制,入境,0,0,25,25
2020-02-03,港口管制,出境,0,0,29,29
2020-02-03,启德邮轮码头,入境,330,22,6,358
2020-02-03,启德邮轮码头,出境,203,21,4,228
2020-02-03,港澳客轮码头,入境,3560,97,564,4221
2020-02-03,港澳客轮码头,出境,3333,109,589,4031
2020-02-03,屯门客运码头,入境,0,0,0,0
2020-02-03,屯门客运码头,出境,0,0,0,0
2020-02-04,机场,入境,31173,6317,3647,41137
2020-02-04,机场,出境,20187,3550,4471,28208
2020-02-04,高铁西九龙,入境,0,0,0,0
2020-02-04,高铁西九龙,出境,0,0,0,0
2020-02-04,红磡,入境,0,0,0,0
2020-02-04,红磡,出境,0,0,0,0
2020-02-04,罗湖,入境,0,0,0,0
2020-02-04,罗湖,出境,0,0,0,0
2020-02-04,落马洲支线,入境,0,0,0,0
2020-02-04,落马洲支线,出境,0,0,0,0
2020-02-04,港珠澳大桥,入境,4555,402,1020,5977
2020-02-04,港珠澳大桥,出境,3177,985,1020,5182
2020-02-04,落马洲,入境,0,0,0,0
2020-02-04,落马洲,出境,0,0,0,0
2020-02-04,文锦渡,入境,0,0,0,0
2020-02-04,文锦渡,出境,0,0,0,0
2020-02-04,沙头角,入境,0,0,0,0
2020-02-04,沙头角,出境,0,0,0,0
2020-02-04,深圳湾,入境,18852,2771,786,22409
2020-02-04,深圳湾,出境,10838,6731,809,18378
2020-02-04,中国客运码头,入境,0,0,0,0
2020-02-04,中国客运码头,出境,0,0,0,0
2020-02-04,港口管制,入境,33,0,30,63
2020-02-04,港口管制,出境,30,0,33,63
2020-02-04,启德邮轮码头,入境,203,21,2,226
2020-02-04,启德邮轮码头,出境,173,10,2,185
2020-02-04,港澳客轮码头,入境,0,0,0,0
2020-02-04,港澳客轮码头,出境,0,0,0,0
2020-02-04,屯门客运码头,入境,0,0,0,0
2020-02-04,屯门客运码头,出境,0,0,0,0
2020-02-05,机场,入境,24832,6041,3592,34465
2020-02-05,机场,出境,22297,2591,4404,29292
2020-02-05,高铁西九龙,入境,0,0,0,0
2020-02-05,高铁西九龙,出境,0,0,0,0
2020-02-05,红磡,入境,0,0,0,0
2020-02-05,红磡,出境,0,0,0,0
2020-02-05,罗湖,入境,0,0,0,0
2020-02-05,罗湖,出境,0,0,0,0
2020-02-05,落马洲支线,入境,0,0,0,0
2020-02-05,落马洲支线,出境,0,0,0,0
2020-02-05,港珠澳大桥,入境,3172,329,1121,4622
2020-02-05,港珠澳大桥,出境,2025,925,885,3835
2020-02-05,落马洲,入境,0,0,0,0
2020-02-05,落马洲,出境,0,0,0,0
2020-02-05,文锦渡,入境,0,0,0,0
2020-02-05,文锦渡,出境,0,0,0,0
2020-02-05,沙头角,入境,0,0,0,0
2020-02-05,沙头角,出境,0,0,0,0
2020-02-05,深圳湾,入境,16387,2378,714,19479
2020-02-05,深圳湾,出境,11893,6359,837,19089
2020-02-05,中国客运码头,入境,0,0,0,0
2020-02-05,中国客运码头,出境,0,0,0,0
2020-02-05,港口管制,入境,0,0,0,0
2020-02-05,港口管制,出境,0,0,0,0
2020-02-05,启德邮轮码头,入境,175,12,31,218
2020-02-05,启德邮轮码头,出境,2,2,0,4
2020-02-05,港澳客轮码头,入境,0,0,0,0
2020-02-05,港澳客轮码头,出境,0,0,0,0
2020-02-05,屯门客运码头,入境,0,0,0,0
2020-02-05,屯门客运码头,出境,0,0,0,0
2020-02-06,机场,入境,21261,5728,3478,30467
2020-02-06,机场,出境,22252,2512,4222,28986
2020-02-06,高铁西九龙,入境,0,0,0,0
2020-02-06,高铁西九龙,出境,0,0,0,0
2020-02-06,红磡,入境,0,0,0,0
2020-02-06,红磡,出境,0,0,0,0
2020-02-06,罗湖,入境,0,0,0,0
2020-02-06,罗湖,出境,0,0,0,0
2020-02-06,落马洲支线,入境,0,0,0,0
2020-02-06,落马洲支线,出境,0,0,0,0
2020-02-06,港珠澳大桥,入境,4941,468,1188,6597
2020-02-06,港珠澳大桥,出境,2608,1068,834,4510
2020-02-06,落马洲,入境,0,0,0,0
2020-02-06,落马洲,出境,0,0,0,0
2020-02-06,文锦渡,入境,0,0,0,0
2020-02-06,文锦渡,出境,0,0,0,0
2020-02-06,沙头角,入境,0,0,0,0
2020-02-06,沙头角,出境,0,0,0,0
2020-02-06,深圳湾,入境,38920,4813,1220,44953
2020-02-06,深圳湾,出境,21360,7071,1197,29628
2020-02-06,中国客运码头,入境,0,0,0,0
2020-02-06,中国客运码头,出境,0,0,0,0
2020-02-06,港口管制,入境,0,0,0,0
2020-02-06,港口管制,出境,0,0,0,0
2020-02-06,启德邮轮码头,入境,0,0,0,0
2020-02-06,启德邮轮码头,出境,0,0,0,0
2020-02-06,港澳客轮码头,入境,0,0,0,0
2020-02-06,港澳客轮码头,出境,0,0,0,0
2020-02-06,屯门客运码头,入境,0,0,0,0
2020-02-06,屯门客运码头,出境,0,0,0,0
2020-02-07,机场,入境,19694,5563,3556,28813
2020-02-07,机场,出境,21417,2735,4012,28164
2020-02-07,高铁西九龙,入境,0,0,0,0
2020-02-07,高铁西九龙,出境,0,0,0,0
2020-02-07,红磡,入境,0,0,0,0
2020-02-07,红磡,出境,0,0,0,0
2020-02-07,罗湖,入境,0,0,0,0
2020-02-07,罗湖,出境,0,0,0,0
2020-02-07,落马洲支线,入境,0,0,0,0
2020-02-07,落马洲支线,出境,0,0,0,0
2020-02-07,港珠澳大桥,入境,6699,628,1340,8667
2020-02-07,港珠澳大桥,出境,2576,1102,798,4476
2020-02-07,落马洲,入境,0,0,0,0
2020-02-07,落马洲,出境,0,0,0,0
2020-02-07,文锦渡,入境,0,0,0,0
2020-02-07,文锦渡,出境,0,0,0,0
2020-02-07,沙头角,入境,0,0,0,0
2020-02-07,沙头角,出境,0,0,0,0
2020-02-07,深圳湾,入境,50506,6555,1441,58502
2020-02-07,深圳湾,出境,16746,7282,1320,25348
2020-02-07,中国客运码头,入境,0,0,0,0
2020-02-07,中国客运码头,出境,0,0,0,0
2020-02-07,港口管制,入境,0,0,0,0
2020-02-07,港口管制,出境,0,0,0,0
2020-02-07,启德邮轮码头,入境,0,0,0,0
2020-02-07,启德邮轮码头,出境,0,0,0,0
2020-02-07,港澳客轮码头,入境,0,0,0,0
2020-02-07,港澳客轮码头,出境,0,0,0,0
2020-02-07,屯门客运码头,入境,0,0,0,0
2020-02-07,屯门客运码头,出境,0,0,0,0
2020-02-08,机场,入境,17956,943,3070,21969
2020-02-08,机场,出境,20163,1127,3253,24543
2020-02-08,高铁西九龙,入境,0,0,0,0
2020-02-08,高铁西九龙,出境,0,0,0,0
2020-02-08,红磡,入境,0,0,0,0
2020-02-08,红磡,出境,0,0,0,0
2020-02-08,罗湖,入境,0,0,0,0
2020-02-08,罗湖,出境,0,0,0,0
2020-02-08,落马洲支线,入境,0,0,0,0
2020-02-08,落马洲支线,出境,0,0,0,0
2020-02-08,港珠澳大桥,入境,659,9,508,1176
2020-02-08,港珠澳大桥,出境,750,163,442,1355
2020-02-08,落马洲,入境,0,0,0,0
2020-02-08,落马洲,出境,0,0,0,0
2020-02-08,文锦渡,入境,0,0,0,0
2020-02-08,文锦渡,出境,0,0,0,0
2020-02-08,沙头角,入境,0,0,0,0
2020-02-08,沙头角,出境,0,0,0,0
2020-02-08,深圳湾,入境,208,43,3,254
2020-02-08,深圳湾,出境,1291,1351,549,3191
2020-02-08,中国客运码头,入境,0,0,0,0
2020-02-08,中国客运码头,出境,0,0,0,0
2020-02-08,港口管制,入境,0,0,0,0
2020-02-08,港口管制,出境,0,0,0,0
2020-02-08,启德邮轮码头,入境,0,0,0,0
